BPM_c,PG_c,NG_c,SG_c,PPG_c,PNG_c,MA_c,TR-c,RR,RD,neck
102.7364338,9.341258236,7.484501237,16.82575947,0.240809,0.343209714,0.157363735,0.226910167,12.11849954,5.083314702,1
134.2904262,39.60673386,22.27262142,61.87935528,0.186150667,0.260642167,0.05732439,0.444138,17.40531436,1.806595156,1
144.9556345,16.47720533,19.06771688,35.54492221,0.203446125,0.210473625,0.096324265,0.215242286,13.39626601,2.555685995,1
98.36275199,5.738593858,12.37336493,18.11195879,0.25299,0.356997,0.126678197,0.373238333,14.24247143,3.202844252,1
116.0038977,28.31971106,6.680199056,34.99991012,0.2256296,0.2915944,0.150970154,0.32256225,17.00774277,0.909272012,1
71.48264294,4.092328811,2.580276198,6.672605009,0.3725512,0.4668134,0.219277806,0.1100975,13.60980904,2.825289893,1
74.47996691,5.085118082,2.405564072,7.490682154,0.30944425,0.4961415,0.223886997,0.167410667,17.39113296,5.157774426,1
97.39034456,27.31888059,35.84113325,63.16001384,0.22042925,0.39564825,0.064244299,0.577058143,9.783674797,2.475973615,1
84.58936796,5.730621125,3.517796989,9.248418114,0.327013,0.382296,0.182557805,,28.34623796,0.981383732,1
168.8664334,28.81036471,37.26973112,66.08009583,0.1476712,0.2076392,0.070397986,0.24104325,29.14617731,1.002790469,1
115.5017164,14.08693772,14.88280382,28.96974154,0.249242,0.2702308,0.109647612,0.338257,16.74971267,1.238081484,1
102.0193599,10.38441482,11.61505782,21.99947264,0.264546333,0.323577333,0.068273392,0.2983408,10.53539841,1.871225192,1
